"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058"
2006,"Ubaíra","Bahia",8678,1793,7949,423.2,171.76,16,39,534831.41,450496.14,84335.27,350886.38,73845.31,0,0,0,NA,NA,NA,NA,NA,NA
2022,"Mirante","Bahia",1754,4900,NA,104.18,67.41,0,10,603918.19,584918.19,19000,600913.92,47769.02,46497.44,949.09,53230.48,0,0,0,0,0,0
2022,"Açailândia","Maranhão",106550,1581,NA,9812.38,7972.2,50,6.19,21722026.95,21562380.28,159646.67,20828474.52,6381579.69,140741.07,0,170287.47,0,0,0,0,0,0
2022,"União","Piauí",18086,20546,NA,1405.5,842.91,679,281.78,7023675.52,4035665.68,2988009.84,6758949.39,983729.31,117109.79,253190,474295.81,0,0,0,0,0,0
2018,"Amargosa","Bahia",32695,986,26833,1401.39,1619,29.97,0,6217304.36,6162050.31,55254.05,6186834.92,443910.59,9739.35,0,9739.35,NA,NA,NA,0,0,0
2017,"Barra da Estiva","Bahia",22082,8600,10843,1144.36,NA,0,NA,141336.81,141336.81,0,142842.39,132414.31,0,0,0,0,0,0,0,0,0
2017,"Barra do Choça","Bahia",29124,450,21977,1390.26,1647.82,19.08,2.18,4517999.51,4473278.72,44720.79,4028536.16,440113.75,0,208187.1,239057.95,NA,NA,NA,0,0,0
2021,"Caculé","Bahia",14302,2223,14010,1036.27,984.64,0,1,4383334.59,4383334.59,0,4530842.18,371959.33,414943.46,322764.23,784089.2,0,0,0,0,0,0
2019,"Canápolis","Bahia",6973,3369,3328,330.07,337.09,93.24,9.39,1513817.24,1072965.46,440851.78,1492705.5,309587.83,0,0,0,NA,NA,NA,NA,NA,NA
2019,"Conceição do Coité","Bahia",53288,2857,38951,11.35,4365.91,67.59,78.75,9454975.08,9318777.7,136197.38,9288722.21,2838256.28,271337.94,0,271337.94,NA,NA,NA,NA,NA,NA
2017,"Glória","Bahia",10818,1981,2970,562.5,465.27,83.3,38,2094154.66,1800315.28,293839.38,2051385.44,157420.47,0,0,0,NA,NA,NA,0,0,0
2019,"Ibitiara","Bahia",3648,1339,3621,115.01,302.97,35.95,16.35,728839.02,604156.35,124682.67,698980.24,136593.66,249190.4,0,249190.4,NA,NA,NA,NA,NA,NA
2019,"Ipiaú","Bahia",42967,12691,41733,1927.99,1242.14,371.83,87.43,10525148.75,8892563.36,1632585.39,10348384.35,483454.11,40690.8,299769.82,365138.68,NA,NA,NA,NA,NA,NA
2018,"Itaberaba","Bahia",64325,8927,50604,3055.25,8559,239.46,24,13837408.22,13423943.15,413465.07,13691365.22,821047.78,4047142.68,29743819.54,40153549.79,NA,NA,NA,0,0,0
2021,"Jequié","Bahia",142086,125944,143448,8009.46,3421.38,6103.28,1576.63,61929826.43,36549933.56,25379892.87,63552253.99,2088378.81,2996487.9,2353386.24,5786026.59,0,0,0,0,0,0
2018,"Mata de São João","Bahia",46014,26339,34153,4953.64,2382,1698.48,2009,27702807.53,17471245.64,10231561.89,26301698.15,1945724.11,0,1753870.79,1811146.37,NA,NA,NA,0,0,0
2019,"Salvador","Bahia",2535986,2277388,2871560,289068.85,113426.65,125423.29,40938.73,1284473905.56,737082554.51,547391351.05,1077164594.72,71311469.94,61705899.45,35628078.27,130934359.04,NA,NA,NA,NA,NA,NA
2021,"Santa Maria da Vitória","Bahia",36000,14800,23460,2298.07,1268.83,227.8,47,8296006.91,7258532.98,1033296.06,8589549.14,1757902.38,88311.98,0,88311.98,0,0,0,0,0,0
2021,"São Gonçalo dos Campos","Bahia",29001,2429,19000,1900.69,2660.89,79.7,20.44,6729956.98,6536343.71,193613.27,11434177.06,1191383.68,6294671.98,5419.58,6744591.33,0,0,0,0,0,0
2020,"Serrolândia","Bahia",12696,860,7929,601.22,51.78,57,0,3145368.03,3145368.03,0,3151929.67,216195.37,178447.33,0,225928.8,0,0,0,NA,NA,NA
2019,"Tapiramutá","Bahia",13066,7350,13166,378.55,340.4,0,0,1724924.34,1724924.34,0,1684491.25,103277.59,413460.36,0,413460.36,150000,0,150000,NA,NA,NA
2018,"São Luís","Maranhão",897890,528237,1033922,125567.44,58821.75,7545.85,1659.32,283777456.28,155703195.14,128074261.14,161454461.51,37382801.28,87671159.45,0,87671159.45,0,0,0,0,0,0
2020,"Ilha Grande","Piauí",9016,5860,7899,602.25,499.19,70.23,120.44,1291250.55,1290507.06,743.49,1428749.85,447522.15,0,0,8713.03,0,0,0,0,0,0
2018,"Parnaíba","Piauí",148236,62970,144041,9271.43,11068.82,1895.68,510.07,30827216.01,25509614.11,5317601.9,33277462,7176698.74,13525,0,36223.81,0,0,0,0,0,0
2014,"Abaré","Bahia",11812,6197,10207,345.37,144.84,184.33,33.54,1138152.14,691317.29,446834.85,1014015.11,57420.98,43750.5,13662.59,63866.84,NA,NA,NA,NA,NA,NA
2013,"Barreiras","Bahia",150896,17484,135869,9559.7,4040.23,682.17,106.27,29165462.08,27057495.64,2107966.44,27181145,1069191.31,212725.37,3480525.56,4073362.34,NA,NA,NA,NA,NA,NA
2014,"Carinhanha","Bahia",18380,4500,13243,1865,363.1,153.22,37.71,1569090.52,1552898,16192.52,1569090.52,127543,38985,0,38985,0,0,0,0,0,0
2016,"Conceição do Coité","Bahia",53833,3455,39690,59.29,996.96,106.56,44.5,6729605.8,6623038.89,106566.91,7013141.69,2096130.01,77952.74,54234.27,168725.56,NA,NA,NA,0,0,0
2012,"Floresta Azul","Bahia",8740,6921,7341,332.58,301.81,0,18,875463.47,875463.47,0,758061.65,65854.88,NA,NA,NA,0,0,0,0,0,0
2014,"Jeremoabo","Bahia",22277,40851,18904,1200.36,936.25,0,0,2688188.75,2688188.75,0,2821596.46,209152.07,68777.08,0,76508.24,0,39250,39250,0,0,0
2013,"Lauro de Freitas","Bahia",183152,67984,184383,22708.72,14324.85,8689.93,2.91,42366632.39,37653893.25,4712739.14,41107579.09,3699132.34,1125418.77,2627798.99,4295514.62,NA,NA,NA,NA,NA,NA
2016,"Novo Triunfo","Bahia",7355,7984,7984,214.74,327.08,0,0,618958.15,618958.15,0,618070.88,87271.35,500,100,714.48,0,156377.5,156377.5,0,0,0
2016,"Parnaíba","Piauí",149877,50008,141727,11188.93,13276.52,1768.19,272.96,26435025.35,22585908.17,3849117.18,27042978.63,5436909.83,3176663.7,318565.7,3495657.92,0,0,0,0,0,0
2014,"Picos","Piauí",58960,19163,60606,6823.49,5110.45,806.23,40.76,11723678.06,10235562.52,1488115.54,12318155.95,1612698.07,0,0,2237.13,NA,NA,NA,0,4224152.73,4224152.73
2008,"Brumado","Bahia",50024,1588,44671,2922.57,2670.23,52.86,0,4429253.61,4385089.39,44164.22,4670152.59,536287.06,1427000,0,1427000,NA,NA,NA,NA,NA,NA
2011,"Camaçari","Bahia",235219,53126,237927,19679.38,18961.09,921.99,546.89,49483668,46766826,2716842,53759414,5259594,67000,4595000,4662000,NA,NA,NA,NA,NA,NA
2011,"Itambé","Bahia",21491,135,19475,944.75,451.8,0,0,2104426,2104426,0,2224986,89928,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Serrinha","Bahia",62341,3534,45698,4077.42,13313.44,133.28,NA,4170073.41,4095649.8,74423.61,4813073.58,2636344.43,NA,NA,NA,0,0,0,0,0,0
2007,"Vitória da Conquista","Bahia",255464,144128,264821,14300.45,17863.28,6247,2007,28005617,18048178.6,9957438.4,30034485.01,3935553.38,0,0,0,NA,NA,NA,NA,NA,NA
2004,"Irecê","Bahia",49905,3212,56242,2842.17,10060.02,77.52,0,3349483.23,3311767.39,37715.84,3368297.35,NA,0,0,0,NA,NA,NA,NA,NA,NA
2006,"Itaparica","Bahia",22261,10297,21810,1578.78,174.4,354,396,1629102.08,1266482.79,362619.29,1876523.6,356458.01,0,0,0,NA,NA,NA,NA,NA,NA
2004,"Porto Seguro","Bahia",83167,68440,105676,4991.2,3896,2227.76,2682,5852980.14,3618439.35,2234540.79,5945408.9,NA,41764,1434000,1475764,NA,NA,NA,NA,NA,NA
2004,"Carolina","Maranhão",14862,750,14155,1402.2,606.2,0,0,678929.65,678929.65,0,678929.65,134498.85,39127.01,0,39127.01,NA,NA,NA,NA,NA,NA
2004,"Teresina","Piauí",704422,112267,734403,65313,48922,5390,3635,53351354,45796153,7555201,47991305.48,10721059,1398362.8,361583.8,1775407.34,NA,NA,NA,NA,NA,NA
2022,"Abaré","Bahia",10624,5697,NA,671.55,357.73,200.02,70.14,2948840.88,2063332.17,885508.71,2291420.05,295368.63,321128.38,137067.62,477696.28,0,0,0,0,0,0
2022,"Itaju do Colônia","Bahia",4829,3086,NA,218.87,65.92,109.39,35.05,1635723.8,1095780.54,539943.26,1661632.31,69596.53,166131.9,74019.68,262753.5,0,0,0,0,0,0
2022,"Ituberá","Bahia",16533,1076,NA,997.82,400.87,50.42,2.45,3897521.02,3843036.07,54484.95,3967566.49,220342.56,309006.31,561253.59,919670.77,0,0,0,0,0,0
2022,"Lençóis","Bahia",8641,4551,NA,553.35,NA,195.04,2.74,3759364.42,2444920.84,1314443.58,3777426.34,176685.88,326108.61,468948.53,816885.96,0,0,0,0,0,0
2019,"Barra da Estiva","Bahia",20598,10115,10115,1544.4,92.08,0,0,176390.48,176390.48,0,173518.41,400029.22,0,0,0,0,0,0,0,0,0
2020,"Camaçari","Bahia",284212,125450,290529,32028.43,28269.77,4129.05,4366.59,124352492.97,105547795.86,18804697.11,120259413.39,10861544.22,23540349.43,12411527.47,49523575.23,NA,NA,NA,NA,NA,NA
2017,"Itarantim","Bahia",15603,20314,16767,764.19,17.75,1,NA,6896544.81,2896544.81,4e+06,7257332.49,511795.11,917788.35,0,1053881.81,80000,1e+05,330000,3e+05,0,550000
2021,"Itiruçu","Bahia",10847,12482,9368,195.15,164.63,0,NA,1518577.63,1518577.63,0,1567557.96,306686.63,104189.64,1124.81,121223.49,0,0,59238.8,0,0,0
2018,"Itiúba","Bahia",15965,490,9686,428.91,946,16.96,0,2689045.74,2669940.86,19104.88,2691458.83,333791.38,79791.52,98579.93,199018.99,NA,NA,NA,0,0,0
2018,"Jaguaquara","Bahia",45107,17617,41251,1688.31,2818,638.42,22,9104827.43,7080532.63,2024294.8,8525037.9,850279.22,2183486.47,0,2183486.47,NA,NA,NA,0,0,0
2021,"Madre de Deus","Bahia",21085,15575,21100,0,2371.13,547.13,621.17,7770265.51,5129172.93,2641092.58,7330750.15,746724.13,913329.58,505582.87,1589953.37,0,0,0,0,0,0
2017,"Miguel Calmon","Bahia",20889,4500,16700,1971.83,1907.94,155.19,59.39,4076018.64,3655314.89,420703.75,3718617.87,507145.01,10980.06,0,12608.23,NA,NA,NA,0,0,0
2018,"Mutuípe","Bahia",11774,9292,9977,0,274,360.55,121,3238619.89,1998880.72,1239739.17,3209436.18,140283.45,0,0,0,NA,NA,NA,0,0,0
2021,"Nova Itarana","Bahia",6888,2000,3041,420.28,1350.29,0,NA,1095578.14,1095578.14,0,1156928.93,450064.89,166815.7,57,175692.82,0,0,0,0,0,0
2019,"Novo Triunfo","Bahia",7233,6150,7697,198.73,365.78,0,0,873514.1,873514.1,0,802063.11,112716.04,0,0,0,0,294754.7,294754.7,0,0,0
2018,"Novo Triunfo","Bahia",7302,6133,7667,229.6,394,0,0,810836.78,810836.78,0,740663.31,108226.39,0,0,0,0,147500,147500,0,0,0
2021,"Santaluz","Bahia",25647,28203,23171,1403.04,300.07,0,0,5344623.86,5344623.86,0,5511972.76,702438.15,486551.4,411,508275.32,0,0,0,0,0,0
2020,"Santaluz","Bahia",26022,23065,23065,1141.37,609.47,0,0,4712768.08,4712768.08,0,4920720.67,521452.07,257786.61,0,326815.51,0,0,0,0,0,0
2018,"Santo Antônio de Jesus","Bahia",100605,25028,87683,5461.55,5006,914.38,154,24836129.05,22506575.38,2329553.67,24444858.04,1465773.71,2262487.54,127899.7,2985451.86,NA,NA,NA,0,0,0
2021,"Sento Sé","Bahia",41279,4872,23908,1622.1,NA,0,NA,3318988.46,2787802.11,531186.35,3318988.46,59399.63,NA,NA,NA,0,0,0,0,0,0
2017,"Simões Filho","Bahia",108152,50662,121948,11283.25,7648.39,2770.99,685.07,35597541.8,30258675.85,5338865.95,24187104.76,1743752.33,11292,2383678.92,2750107.13,NA,NA,NA,0,0,0
2019,"Trizidela do Vale","Maranhão",17412,19700,18768,1268.67,1064.47,1,NA,3115065.71,3114765.71,300,2479052.14,675929.38,81233.95,0,81233.95,6000,3000,20000,0,0,0
2019,"Guadalupe","Piauí",10255,6797,10063,840.02,605.22,183.2,13.18,2476922.06,2073285.67,403636.39,2224550.8,384655.77,0,0,316.05,0,0,0,0,0,0
2018,"São Miguel do Tapuio","Piauí",6580,1910,6510,310.6,130.22,0,0,1302043.55,962486.55,339557,1481981.65,191355.51,0,0,854.62,25955,0,92455,0,0,0
2012,"Banzaê","Bahia",5521,3100,4051,235,168.77,0,400,517163.24,517163.24,0,531946.68,36828.81,NA,NA,NA,0,0,0,0,0,0
2015,"Camaçari","Bahia",247609,81561,273933,25560.13,20303.67,1901.08,1740.62,74741891.6,68465622.56,6276269.04,75853219.54,7203181.18,19693021.69,17428409.16,44370976.23,NA,NA,NA,0,0,0
2016,"Canudos","Bahia",10805,5714,9522,573.22,482.31,0,0,1573500.31,1573500.31,0,1651418.04,125836.94,59124.74,32953.43,116165.54,0,0,0,0,0,0
2015,"Carinhanha","Bahia",22975,5625,13283,1955,1717,163,30.65,2022040,1762325,259715,2022040,171656,45116,0,45116,0,0,0,0,0,0
2015,"Encruzilhada","Bahia",6196,3976,4389,242.7,585.37,145.08,66.58,1111716.93,762296.67,349420.26,844162.78,178572.03,2687.02,3038.57,7285.15,NA,NA,NA,0,0,0
2014,"Entre Rios","Bahia",32404,2690,25607,2046.56,1663.65,143.53,209.68,4913917.63,4646356.7,267560.93,4866822.66,297916.38,163646.64,6057.67,188780.6,NA,NA,NA,NA,NA,NA
2014,"Feira de Santana","Bahia",568216,319473,561418,34484.46,36795.31,14339.49,4845.48,109270689.56,74039216.37,35231473.19,108829500.85,8459482.75,22817360.06,18297623.39,46463279.05,NA,NA,NA,NA,NA,NA
2015,"Gandu","Bahia",22646,12000,26874,1275.41,1377.05,0,0,3338026.46,3323526.46,14500,3503832.07,352945.01,17262.68,19521.21,46803.23,0,0,0,0,0,0
2016,"Glória","Bahia",11738,4531,2965,539.34,484.31,64.15,32.7,1829580.96,1618436.01,211144.95,1747112.43,238578.19,65812.03,100444.83,209988.25,0,0,0,0,0,0
2012,"Ibotirama","Bahia",23973,5868,19649,992.4,381.03,71.04,1.7,2915105.59,2738430.91,176674.68,2937506.75,110301.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Itamaraju","Bahia",54222,40227,53129,2605.99,2040.85,1449.2,505.55,13328875.61,8478999.83,4849875.78,13420108.93,684708.23,604604.7,461010.75,1366900.47,NA,NA,NA,0,0,0
2013,"Jiquiriçá","Bahia",7134,3948,5904,537.55,415.89,120.85,67.81,1001404.13,681282.83,320121.3,866887.01,236970.97,25882.74,163159.95,210281.66,NA,NA,NA,NA,NA,NA
2016,"Mutuípe","Bahia",11809,9311,10320,0,309.64,332.88,109.01,2605502.43,1600943.36,1004559.07,2581131.3,131358.75,14901.24,1130.89,18923.27,NA,NA,NA,0,0,0
2014,"Paulo Afonso","Bahia",103257,26393,101958,7255.89,2547.84,561.32,66.21,19860365.73,18024519.49,1835846.24,19674694.43,599801.44,521828.71,5554457.57,6759393.62,NA,NA,NA,NA,NA,NA
2012,"Ruy Barbosa","Bahia",24721,1530,22184,1140.99,2764.16,71.35,NA,2765832.89,2567046.01,198786.88,2794693.48,636535.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Ubaíra","Bahia",10059,5414,9278,497.86,204.66,192.13,62.34,1384390.68,974706.61,409684.07,1446053.8,74066.63,36106.85,16255.24,58248.06,NA,NA,NA,NA,NA,NA
2016,"Xique-Xique","Bahia",46970,6432,34498,5651.8,760,0,0,2666552.95,2591861.6,74691.35,2666552.95,202388.79,460007.94,0,471914.91,0,0,0,0,0,0
2012,"Xique-Xique","Bahia",45562,1480,32630,3000,780,0,1,1550000,1490000,60000,1350000,280000,1e+05,40000,180000,1e+05,40000,180000,0,0,0
2012,"Corrente","Piauí",15456,2267,15897,1384.48,1.55,129.73,104.46,2208078.55,1961225.55,246853,2041880.81,364607.65,0,0,0,0,0,0,0,0,0
2015,"João Costa","Piauí",2300,1800,702,1500,2000,0,0,0,0,0,0,35500,NA,NA,NA,50000,0,50000,0,0,0
2011,"Iguaí","Bahia",15284,1944,14616,683.19,479.04,54.45,4.22,1447772,1390779,56993,1591457,127245,174000,0,174000,NA,NA,NA,NA,NA,NA
2009,"Maragogipe","Bahia",26069,11192,23502,1396.83,573.41,425.91,243.14,2876058.72,2341645.2,534413.52,3020980.09,202434.69,NA,1763000,NA,0,0,0,0,0,0
2011,"Picos","Piauí",55842,15915,59540,5189.18,4977.41,606.55,14.13,8994805.69,7838173.43,1156632.26,9201268.92,1405319.88,0,1326840.14,1362096.93,NA,NA,NA,NA,NA,NA
2002,"Candeias","Bahia",70516,8619,70802,NA,NA,391.1,NA,6727739.44,6560316.13,167423.31,3898796.89,NA,447366,119745,NA,NA,NA,NA,NA,NA,NA
2004,"Ilhéus","Bahia",168295,72577,161517,8643.06,5789,2677.27,2083.9,11350058.12,8269274.68,3080783.44,11200684.05,NA,347000,0,347000,NA,NA,NA,NA,NA,NA
2004,"Maragogipe","Bahia",20190,4899,21445,1285.26,296.1,169.97,94.1,1038053.84,1023118.86,14934.98,1202826.69,NA,0,8345,8345,NA,NA,NA,NA,NA,NA
2006,"Muritiba","Bahia",19408,944,19232,1463.21,1355.48,38,NA,935516.02,912238.52,23277.49,987835.04,185930.34,0,0,0,NA,NA,NA,NA,NA,NA
2006,"Mutuípe","Bahia",11294,8316,8975,482.32,247.49,44,52,780976.1,617087.42,163888.67,818747.7,37463.47,0,0,0,NA,NA,NA,NA,NA,NA
2005,"Porto Seguro","Bahia",90453,84233,111439,4679,2407.55,2360.5,2105.8,6957160.2,4268803.58,2688356.62,7082674.19,1553571.99,32000,0,32000,NA,NA,NA,NA,NA,NA
2003,"Porto Seguro","Bahia",78056,63231,95265,4409.8,3165,1559.7,2781.8,NA,3055726.98,1679935.84,3225874,NA,166148,2504615,2670763,NA,NA,NA,NA,NA,NA
2004,"Sobradinho","Bahia",22150,15117,19665,1710.2,4293.2,0,11,622028.2,531400.3,90627.9,628028.2,212261.83,14000,0,15195.4,NA,NA,NA,NA,NA,NA
2002,"Carolina","Maranhão",14862,750,14277,1349.5,NA,0,NA,489620.24,489620.24,0,489620.24,86791.06,34145.65,0,34145.65,NA,NA,NA,NA,NA,NA
1995,"Itabuna","Bahia",191000,112000,192608,13505,NA,365,NA,5163000,3820000,1343000,4441000,1250000,0,0,NA,NA,NA,NA,NA,NA,NA
1997,"Juazeiro","Bahia",134111,68400,141469,5366.59,NA,4697.55,NA,3946121.31,3169232.94,776888.37,4080120.71,430194.31,540663.19,218073.04,NA,NA,NA,NA,NA,NA,NA
2022,"Iaçu","Bahia",19811,10000,NA,1199.04,644.53,0,NA,5233831.96,5233831.96,0,5679547.86,490555.4,508479.99,1148721.55,1749352.56,0,9e+05,9e+05,0,0,0
2022,"Ibicoara","Bahia",13183,5800,NA,276.51,428.03,0,NA,1361497.72,1361497.72,0,1153151.37,204849.33,55301.22,2829.98,71163.04,25000,20000,90000,0,0,0
2022,"Tapiramutá","Bahia",12656,7668,NA,381.13,349.78,0,0,2059813.88,2059813.88,0,2075663.89,165412.25,395648.75,6221.82,413632.25,1e+05,0,1e+05,0,0,0
2022,"Teresina","Piauí",821167,355725,NA,119675.35,71675.81,12869.79,5554.82,357711121.83,276372711.83,81338410,353300223.58,39481377.85,41036066.49,25539687.74,107162032.38,0,0,0,0,0,0
2018,"Abaré","Bahia",12540,6446,10484,623.57,390,194.67,45,2338491.71,1630590.56,707901.15,1967427.44,180400.57,0,0,0,NA,NA,NA,0,0,0
2021,"Botuporã","Bahia",5106,2175,3673,373.6,564.77,115.17,29.77,2139192.73,1532473.75,606718.98,1957733.38,148014.85,109095.87,121962.52,270255.06,0,0,0,0,0,0
2017,"Cachoeira","Bahia",24125,15450,17980,1099.45,203.62,603.28,1119.27,6120445.1,3981224.91,2139220.19,5794933.53,348434.53,150788.74,13233.39,188344.01,NA,NA,NA,0,0,0
2021,"Caravelas","Bahia",14983,6266,11706,677.38,283.17,188.86,58.93,4214185.22,3289748.58,924436.64,4212385.25,207290.51,97600.18,781165.68,909065.11,0,0,0,0,0,0
2020,"Coronel João Sá","Bahia",7945,7086,6486,439.73,636.26,0,0,1786622.24,1786622.24,0,1896795.94,220369.11,85624.24,0,113296.13,0,0,0,0,0,0
2019,"Curaçá","Bahia",29875,10865,14799,3395,251.3,920.5,31.22,2684821.62,2648040.59,36781.03,3093006.42,301122.77,82120.5,28428.5,110549,0,0,0,0,0,0
2017,"Curaçá","Bahia",30944,10670,15150,3327,525.62,891.22,28.25,2150303.35,2121290.34,29013.01,2544942.38,195297.39,58032.27,21250,79282.27,0,0,0,0,0,0
2019,"Ilhéus","Bahia",162327,98886,136815,10456.71,5444.33,4064.51,2026.6,57743231.04,41463857.9,16279373.14,52532757.39,2966333,3569949.63,28331574.78,39820367.16,NA,NA,NA,NA,NA,NA
2017,"Itapetinga","Bahia",77533,73268,75265,5423.9,2689.14,490.98,2.56,7231557.67,5114070.3,2117487.37,8216467.9,1304696.64,123125.95,0,123125.95,0,0,0,NA,NA,NA
2020,"Itapicuru","Bahia",12758,35883,7424,900.71,2227.26,500,8195,3357165.22,3317165.22,10000,3462122.69,920956.87,141583.47,0,188887.75,0,0,0,0,0,0
2020,"Itororó","Bahia",19560,19560,18531,3940,858,0,0,3255943.77,3255943.77,0,3255943.77,356431,127514,0,127514,0,0,0,0,0,0
2021,"Iuiú","Bahia",5351,4621,5351,247.63,57.02,160.62,31.88,1686347.2,996337.17,690010.03,1764668.08,65545.26,81721.57,5088.2,119403.62,0,0,0,0,0,0
2019,"Macaúbas","Bahia",48253,13872,16320,2473.94,1910.21,0,1.2,4661347.99,4661347.99,0,5376205.48,1038560.81,8614.54,0,265808.32,0,0,0,0,0,0
2019,"Mata de São João","Bahia",46583,27071,34575,4651.1,1948.55,1565.88,1930.74,28725142.43,17974817.53,10750324.9,27492991.55,2167705.28,616201.91,1704327.49,2550840.4,NA,NA,NA,NA,NA,NA
2019,"Riachão do Jacuípe","Bahia",30349,610,20018,1504.6,294.14,19.86,0,5942115.04,5897109.14,45005.9,5838200.93,473886.45,17644.75,0,17644.75,NA,NA,NA,NA,NA,NA
2020,"São Sebastião do Passé","Bahia",35758,2334,34901,1916.19,416.17,255.21,5.74,6453041.83,6361623.3,91418.53,6481705.57,1047319.18,2344645.59,0,2458763.32,NA,NA,NA,NA,NA,NA
2019,"Taperoá","Bahia",10946,7200,9807,676,316.54,0,0,2180678.88,2180678.88,0,2180678.88,213479.17,0,0,48721,0,0,0,0,0,0
2018,"Barreirinhas","Maranhão",17465,4516,24822,2164.33,544.36,199.08,124.02,3620300.89,2753426.74,866874.15,3298523,471246.91,0,0,0,0,0,0,0,0,0
2017,"Imperatriz","Maranhão",241240,84447,241241,37350.52,15500.95,4364.55,94.22,56296584.24,40305388.28,15991195.96,39621266.84,6634372.45,0,0,0,0,0,0,0,0,0
2018,"Antônio Almeida","Piauí",3090,3109,2311,233.82,115.24,0,10,504461.19,503861.19,600,553414.29,96559.14,0,0,417.95,10000,5000,33000,0,0,0
2020,"Floriano","Piauí",59475,3809,51993,6260.35,3991.53,153.8,8.98,14233963.56,14000407.58,233555.98,16604434.49,2628056.76,0,896053,968912.05,0,0,0,0,0,0
2016,"Barra do Choça","Bahia",29044,469,22171,1360.91,1978.81,19.37,1.93,3758222.01,3725473.13,32748.88,3239238.58,478143.58,157351.08,153247.14,396990.61,NA,NA,NA,0,0,0
2012,"Barra do Choça","Bahia",28742,566,22866,1152.4,1415.17,20.91,NA,2198172.85,2182450.36,15722.49,2400923.59,1821189.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Belmonte","Bahia",16532,12687,12517,711.92,352.17,476.07,159.93,3251822.24,2018420.77,1233401.47,3269170.27,149360.09,21110.24,5349.79,32216.78,NA,NA,NA,0,0,0
2012,"Casa Nova","Bahia",48540,20677,38347,4143.48,897.32,905.45,53.09,2453799.97,1940362.54,513437.43,2750147.73,315032,50280,58170,128750,0,0,0,0,0,0
2013,"Conceição da Feira","Bahia",19109,496,14319,1175.82,1209.8,17.13,NA,2084200.02,2068590.59,15609.43,2101196.92,207121.12,9642.21,0,36486.78,NA,NA,NA,NA,NA,NA
2014,"Euclides da Cunha","Bahia",45078,7997,29677,1596.21,4072.43,274.03,0,6270467.91,5473581.96,796885.95,6638162.09,1092982.72,1149225.86,18786.06,1299306.98,NA,NA,NA,NA,NA,NA
2013,"Euclides da Cunha","Bahia",43439,6494,29495,2027.54,4472.7,199,NA,5639694.55,5081720.49,557974.06,5758915.03,1021249.94,2438387.4,0,2610230.57,NA,NA,NA,NA,NA,NA
2016,"Feira de Santana","Bahia",595820,360037,571177,35577.72,4070.62,15433.36,5264.45,131898012.29,89002835.73,42895176.56,127191686.77,10224569.53,15230839.5,14581081.06,36399460.29,NA,NA,NA,0,789445.76,789445.76
2015,"Gentio do Ouro","Bahia",3778,2411,5753,167.05,95.11,94.11,1.04,664971.26,433156.7,231814.56,633240.1,39154.48,165.84,235490.05,268199.49,NA,NA,NA,0,0,0
2014,"Gentio do Ouro","Bahia",3734,2315,5732,167.81,78.49,89.39,6.16,588551.52,386299.48,202252.04,592978.99,31189.37,24700.4,21172.7,51029.65,NA,NA,NA,NA,NA,NA
2013,"Itambé","Bahia",19206,664,20239,1423.76,503.81,6.4,NA,2497592.1,2486048.59,11543.51,2410214.63,87602.28,26868.04,0,52272.75,NA,NA,NA,NA,NA,NA
2013,"Lençóis","Bahia",8541,5047,8759,451.48,245.57,212.73,13.3,1845077.48,1202099.95,641584.21,1814917.28,62456.89,7398.97,0,28483.31,NA,NA,NA,NA,NA,NA
2016,"Porto Seguro","Bahia",120360,101622,120900,5524.94,4350.85,4012.2,3111.69,32848784.43,18532519.03,14316265.4,31685152.01,2206585.49,479846.78,1181793.13,1979941.11,NA,NA,NA,0,0,0
2016,"Salvador","Bahia",2660120,2313807,2937287,280019.96,202355.95,144408.03,33296.56,1064040199.4,619942468.74,444097730.66,911729723.87,58851100.07,36726211.37,23756487.65,72950456.87,NA,NA,NA,51310.57,0,51310.57
2014,"Santo Amaro","Bahia",53238,24493,47677,2594.02,584.94,858.21,691.24,7633499.86,6173010.02,1460489.84,7842078.15,112362.06,201890.17,132654.34,372150.33,NA,NA,NA,NA,NA,NA
2014,"Sobradinho","Bahia",23511,15366,21376,1387.6,607.92,0,9.76,1714413.05,1403862.19,310550.86,1857017.27,294201.01,32237.64,0,32237.64,0,0,0,0,0,0
2013,"Sobradinho","Bahia",23435,14914,21307,1371.25,670.67,0,6.81,1485529.95,1218790.66,266739.29,1596787.89,287359.99,6495.36,0,6495.36,0,0,0,0,0,0
2015,"Tapiramutá","Bahia",13365,7000,13467,335.53,339.37,0,0,1184085.12,1184085.12,0,1204340.81,85714.02,159.5,180.37,432.45,0,0,0,0,0,0
2015,"Ubaíra","Bahia",9971,5359,9283,448.75,239.43,189.93,53.19,1467572.35,1043386.37,424185.98,1560257.11,108930.05,2461.77,2783.85,6674.44,NA,NA,NA,0,0,0
