"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058"
2021,"Araci","Bahia",35540,20700,20874,1532.15,1951.42,16.95,NA,5615949.54,5581600.34,34349.2,5632520.7,1341032.21,891041.92,21589.12,1024039.53,95000,26550,825550,0,0,0
2020,"Caém","Bahia",6942,547,3193,369.14,277.02,14.97,0,1326441.18,1283465.95,42975.23,1319781.49,167402.12,800074.22,15333.77,835783.41,NA,NA,NA,NA,NA,NA
2021,"Conceição do Jacuípe","Bahia",26143,1557,26280,1310.8,855.46,40.12,24.16,2627681.22,2576861.4,50819.82,2612163.55,130199.24,5879419.51,4428.31,6466748.05,0,0,0,0,0,0
2020,"Cravolândia","Bahia",3632,2763,3376,149.83,932.51,98.36,16.72,1045183.68,673846.05,371337.63,1087165.26,228830.26,9011.25,0,26187.65,NA,NA,NA,NA,NA,NA
2020,"Fátima","Bahia",16076,8000,6992,1189.95,2181.71,0,NA,3056559.91,3056556.91,2,3184996.58,711352.43,301108.42,0,348341.16,0,228725.81,228725.81,0,0,0
2021,"Ibotirama","Bahia",21621,18277,20768,1349.06,445.69,675.88,120.95,8501445.12,5206357.8,3295087.32,8916705.94,321651.77,658649.96,1288206.74,1999640.06,0,0,0,0,0,0
2018,"Igaporã","Bahia",9738,6088,8084,518.4,198.72,390,NA,720806.16,720806.16,0,1001119.66,136815.47,188168.21,2e+06,2188168.21,0,0,0,0,0,0
2019,"Iguaí","Bahia",15423,1827,15267,684.27,520.4,45.29,12.85,3010904.93,2899089.88,111815.05,3011394.73,184289.53,125155.4,0,125155.4,NA,NA,NA,NA,NA,NA
2021,"Ilhéus","Bahia",144825,97073,132864,10996.19,5805.39,4510.95,2781.56,63802737.21,43732767.56,20069969.65,59640916.44,4344583.13,3740113.01,9825204.21,15623907.53,0,0,0,0,0,0
2018,"Ipirá","Bahia",45636,3241,29214,1967.15,4203,99.89,27,8558500.67,8377959.43,180541.24,8480517.49,1224719.26,356718.49,18180293.1,22344869.19,NA,NA,NA,0,0,0
2020,"Itagi","Bahia",9516,12242,9577,441.21,113.45,0,NA,2099243.68,2064243.68,2000,1948134.56,39207.3,57814.1,0,84823.8,8000,26000,74000,0,0,0
2018,"Itagibá","Bahia",11614,2729,9269,503.96,215,95.98,40,2301159.75,1972310.03,328849.72,2357320.12,80283.15,0,0,0,NA,NA,NA,0,0,0
2018,"Itaju do Colônia","Bahia",5550,3554,5428,250.65,71,157.04,39,1258066.02,825388.92,432677.1,1255453.89,41434.22,0,0,0,NA,NA,NA,0,0,0
2020,"Jaguaquara","Bahia",41625,15885,41639,1975.52,3554.96,637.59,28.8,10588893.44,8233891.37,2355002.07,10215525.04,1116102.95,700913.57,389400.07,1239053.49,NA,NA,NA,NA,NA,NA
2017,"Laje","Bahia",5195,2951,6656,239.89,178.43,114.91,19.62,1471624.07,1037058.46,434565.61,1418311.78,54319.25,158088.3,84768.01,278868.05,NA,NA,NA,0,0,0
2018,"Pintadas","Bahia",7493,5250,5919,260.12,14,79,140,1175827.55,1175827.55,0,1062423.13,13261,0,0,0,64773,0,64773,0,0,0
2018,"Santo Estêvão","Bahia",43684,5029,30312,2430.82,5553,166.37,24,7628653.82,7177775.42,450878.4,7327787.44,592459.95,0,0,0,NA,NA,NA,0,0,0
2017,"Taperoá","Bahia",10496,7200,9988,707,326.98,0,0,1907637.62,1907637.62,0,1907637.62,137977.41,55254.53,0,55254.53,0,0,0,0,0,0
2017,"Tucano","Bahia",28782,11552,22009,1374.2,871.37,424.31,92.32,5950899.23,4441517.6,1509381.63,5815796.92,287857.29,0,33869.17,38891.43,NA,NA,NA,0,0,0
2018,"Vera Cruz","Bahia",42706,12365,40065,4740.98,4118,430.52,398,17599925.4,16016522.96,1583402.44,16013600.87,2302239.72,247082.4,811230.75,1063209.72,NA,NA,NA,0,0,0
2018,"Xique-Xique","Bahia",33187,16593,33187,1000,NA,0,NA,3321236.5,3228693.96,92542.54,3321236.5,382296.75,163950.58,0,163950.58,NA,NA,NA,0,0,0
2021,"São Luís","Maranhão",964243,556308,1054007,130152.81,89746.85,8921.27,3028.63,332393912.75,188192490.96,144201421.79,194513746.62,40846254.16,5651252.99,16771604.82,23481280.34,NA,NA,NA,NA,NA,NA
2021,"Fartura do Piauí","Piauí",800,500,1403,100,NA,0,NA,0,0,0,1,1000,NA,NA,NA,0,0,0,0,0,0
2018,"João Costa","Piauí",2580,1800,713,1651,4352.15,0,0,0,0,0,0,41165.62,NA,NA,NA,50000,0,50000,0,0,0
2018,"José de Freitas","Piauí",26192,1715,22758,1898.73,1239.42,34.93,36.82,3548373.78,3468230.58,80143.2,3999653.64,1019961.97,0,0,3160.98,0,0,0,0,0,0
2018,"Oeiras","Piauí",22765,9297,22818,1524.15,382.36,352.02,108.9,2057004.25,1637742.76,419261.49,2717423.01,350888.41,13457.56,1338429.18,1355186.04,0,0,0,0,0,0
2012,"Brotas de Macaúbas","Bahia",4055,2500,3049,158.64,84.46,0,NA,375991.11,375991.11,0,392490.13,25778.76,NA,NA,NA,20000,10000,64000,0,0,0
2014,"Brumado","Bahia",59918,2593,48219,3551.14,3887.71,90.32,1.15,9961904.64,9780381.77,181522.87,10247921.66,790450.04,2349082.26,6349.6,2694209.4,NA,NA,NA,NA,NA,NA
2016,"Camaçari","Bahia",292074,98925,278855,27808.77,21665.76,2130.38,1748.01,87005234.1,78941505.68,8063728.42,84801341.45,7194887.06,18078479.92,11997178.23,36938343.8,NA,NA,NA,0,0,0
2015,"Campo Formoso","Bahia",31833,2961,26974,1237.21,851.71,39.95,0.26,3650818.3,3605157.38,45660.92,3658321.92,244802,54483.32,61611.54,158461.15,NA,NA,NA,77913.03,0,77913.03
2015,"Canavieiras","Bahia",26856,16868,26650,1098.51,414.42,609.27,135.03,4726266.32,3314340.79,1411925.53,4580799.41,171453.38,23303.14,26351.96,63180.35,NA,NA,NA,0,0,0
2014,"Conceição da Feira","Bahia",19556,495,14462,1141.05,1272.85,18.65,15.53,2148867.98,2134691.03,14176.95,2407095.12,270493.77,188577.58,1080.16,210976.98,NA,NA,NA,NA,NA,NA
2012,"Dias d'Ávila","Bahia",50220,25072,65471,5266.26,3976.49,1137.24,212.7,8175300.57,6042228.66,2133071.91,7844399.06,897120.92,48000,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Juazeiro","Bahia",180912,143400,174405,20018,NA,3268,NA,21339782.08,16261266.31,5078515.77,23649469.26,2142449.34,610715.13,0,1157235.94,0,0,0,0,0,0
2012,"Lajedinho","Bahia",2640,1050,1228,128.84,345.35,0,0,255637.06,255637.06,0,240568.47,106304.58,NA,NA,NA,0,0,0,0,0,0
2012,"Palmeiras","Bahia",5167,2972,5323,218.1,202.27,92.27,9.67,687060.79,492280.68,194780.11,691006.48,70159.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Rio de Contas","Bahia",7033,3364,6575,362.12,212.63,135.35,30.57,1210281.09,855839.45,354441.64,1221927.54,56039.72,546620.76,8488.03,617508.02,NA,NA,NA,NA,NA,NA
2012,"Barreirinhas","Maranhão",15904,657,23319,2869.8,704.44,130.21,28.54,1696748.94,1616233.61,80515.33,1672823.07,243193.74,0,0,0,0,0,0,0,0,0
2016,"Porto","Piauí",7967,3653,7772,458.85,355.53,34.63,44.09,939168.05,836010.88,103157.17,1013395.41,202879.72,0,1120684.52,1120684.52,0,0,0,0,0,0
2009,"Barra do Choça","Bahia",26367,632,20604,934.72,497.03,21.69,3.37,1510846.66,1491909.57,18937.09,1751332.62,123051.33,NA,NA,NA,0,0,0,0,0,0
2011,"Belmonte","Bahia",15001,11584,11492,569.73,460.78,496.76,172.92,1973833,1332976,640857,2023767,181848,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Entre Rios","Bahia",32168,1512,25083,1600.53,1166.11,79.4,60.08,1954468.01,1826931.65,127536.36,2169227.58,350789.49,NA,67000,NA,0,0,0,0,0,0
2011,"Ilhéus","Bahia",143175,80586,156600,11122.39,5808.16,3701.21,2331.73,27085372,19643354,7442018,25138525,1810064,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Ilhéus","Bahia",137904,78064,155281,11186.83,5637.92,3638.91,2090.69,23405164,16870655,6534509,25239188,1630481,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Itiruçu","Bahia",9483,7500,9526,439.81,441.59,0,0,581943,581943,0,683013,81449,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Ituaçu","Bahia",9919,1525,6103,471.75,15.44,NA,0,642102.34,642102.34,0,692298.78,48712.48,NA,NA,NA,0,0,0,0,0,0
2010,"Jiquiriçá","Bahia",6056,3185,5581,285.39,941.82,107.91,74.29,614131,431831,182300,646142,272889,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Muritiba","Bahia",22067,1046,18040,1051.32,2327.68,39.19,NA,1753000,1713330,39670,1916897,251292,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Muritiba","Bahia",22020,1086,17517,1019.5,NA,39.19,NA,1559222.27,1523602.42,35619.85,1595346.28,227271.3,NA,8475000,NA,0,0,0,0,0,0
2009,"Santa Rita de Cássia","Bahia",20506,3150,14230,961,248,202,22,698676,641835,56841,1010015,156450,43818,11598,55416,NA,NA,NA,NA,NA,NA
2011,"Sobradinho","Bahia",21371,14777,20053,1376.56,NA,0,0,1277209.6,1053438.5,223771.1,1277209.6,246127.6,23250,0,28171,0,0,0,0,0,0
2009,"Valença","Bahia",74460,53616,63551,5707,2194,NA,6,6899492,6899492,0,6901518,557037,167410,62599,230009,0,0,0,0,0,0
2007,"Valença","Bahia",74931,48192,60241,5786.96,2059.29,0,2.65,5987902.68,5986078.68,1824,5987902.68,566049.76,279621.82,58733.54,349597.92,NA,NA,NA,NA,NA,NA
2009,"São Luís","Maranhão",969814,462874,955070,101871,80443.95,9158,1150,106112886.25,62015278.45,44097607.8,79761299.66,26532866.87,6733605.76,0,30241889.76,NA,NA,NA,NA,NA,NA
2011,"Corrente","Piauí",15334,1226,15797,1408.38,792.38,112.26,93.16,1932500.86,1738263.21,194237.65,1943652.47,316720.15,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Monsenhor Gil","Piauí",5277,255,5387,343,420.35,0,0,481265.89,481265.89,0,465943.89,55885.83,178093.28,0,684622.08,119931,0,119931,0,0,0
2003,"Eunápolis","Bahia",85886,3616,83096,4245.7,4996,124.6,0.6,4086243.58,4044152.03,42091.55,3273489,NA,0,0,0,NA,NA,NA,NA,NA,NA
2006,"Jiquiriçá","Bahia",5610,3883,5053,247.12,802.69,16,63,416894.11,323320.25,93573.86,393415.62,185201.16,0,0,0,NA,NA,NA,NA,NA,NA
2005,"Juazeiro","Bahia",205724,103668,155185,17255,6670.7,7721,389.4,7405648.74,6125818.84,1279829.9,8082438.79,1699270.94,156968.22,993361.87,1202463.34,NA,NA,NA,NA,NA,NA
2006,"Madre de Deus","Bahia",13585,6876,13624,1394,0,229,210,2255581.09,1989840.96,265740.13,2296890.15,169632.32,0,0,0,NA,NA,NA,NA,NA,NA
2005,"Serrinha","Bahia",59972,1875,41339,3054.33,63.4,104.4,NA,2496109.64,2457180.56,38929.08,2623817.8,1461235.31,0,0,0,NA,NA,NA,NA,NA,NA
2001,"Barreiras","Bahia",95420,10372,102634,7770.29,NA,316.39,NA,5123803,4978443,145360,5399249.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Codó","Maranhão",76000,14470,75093,8983.09,NA,NA,NA,1297855.14,1215435.84,82419.3,1297855.14,283556.19,14355.69,NA,NA,NA,NA,NA,NA,NA,NA
2022,"Araci","Bahia",33620,20975,NA,1775.9,2883.92,16.08,NA,6787884.07,6751910.29,35973.78,6733756.8,1868876.46,807061.68,57887.23,908412.96,114102,27034,1011251,0,0,0
2022,"Barreiras","Bahia",152917,117268,NA,10778.27,5362.3,5184.72,1695.91,80964134.33,51541578.17,29422556.16,75689421.51,3565119.73,3262199.02,4923072.12,8565818.37,0,0,0,0,0,0
2022,"Novo Triunfo","Bahia",5534,7885,NA,220.91,337,0,0,1058976.74,1058976.74,0,1412551.61,158389.56,86856.55,2515.39,95570.89,0,407395.36,407395.36,0,0,0
2022,"Barreirinhas","Maranhão",17617,4851,NA,2373.26,1090.99,236.01,217.15,4892420.17,3550285.29,1342134.88,4135773.01,643690.23,57166.08,765313.44,842796.23,0,0,0,0,0,0
2018,"Barreiras","Bahia",153831,132851,138511,9213.44,4696,4280.28,1209,58241122.28,38442064.64,19799057.64,51491060.2,2028907.8,4470573.42,3285273.74,7755847.16,NA,NA,NA,0,0,0
2018,"Cabaceiras do Paraguaçu","Bahia",13998,666,5011,503.94,496,22.37,0,1869557.28,1786823.36,82733.92,1873866.83,259354.04,0,0,0,NA,NA,NA,0,0,0
2021,"Dias d'Ávila","Bahia",81734,38334,78707,5651.99,4310.57,1426,220.63,15697420.36,10693776.97,5003643.39,14601737.64,2933124.89,2914154.77,5469953.96,8538543.27,0,0,0,0,0,0
2021,"Iramaia","Bahia",3539,7874,3549,211.17,127.34,0,NA,1050409.69,1050409.68,0.01,1058499.25,350203.51,130401.23,451.89,138279.46,0,0,0,0,0,0
2019,"Itajuípe","Bahia",16366,16366,16368,1120,430,0,0,2584006.42,2584006.42,0,2584006.42,323055.88,97763.68,0,97763.68,0,0,0,0,0,0
2019,"Itororó","Bahia",19480,18904,18525,3909,849,0,0,3179408.2,3179408.2,0,3202321.63,350719,105400,0,105400,0,0,0,0,0,0
2020,"Jacaraci","Bahia",5346,0,5355,160.41,180.03,NA,0.69,784109.2,784109.2,0,735253.52,88826.58,18605.72,781029.86,1234197.21,NA,NA,NA,NA,NA,NA
2019,"Jaguarari","Bahia",22172,9732,18379,1561.13,1076.8,332.4,396.41,5287117.01,4366231.56,920885.45,5255381.06,663559.48,0,101953.92,129748.67,NA,NA,NA,NA,NA,NA
2021,"Riachão do Jacuípe","Bahia",27967,465,20055,1667.9,1368.96,20.39,0,6699779.38,6650833.19,48946.19,6945260.86,886819.88,5519759.07,5595.78,5575496.96,0,0,0,0,0,0
2019,"Ruy Barbosa","Bahia",25757,1798,22778,1207.69,2322.67,63.38,0,4676849.69,4315805.77,361043.92,4716099.64,1091934.82,0,0,0,NA,NA,NA,NA,NA,NA
2017,"São Félix","Bahia",9343,8450,10062,859.7,603.74,193.82,102.53,1969497.67,1108234.99,861262.68,1857169.9,196408.21,0,0,0,NA,NA,NA,0,0,0
2021,"São Sebastião do Passé","Bahia",35791,2331,34998,1937.17,3668.98,89.59,5.16,6280948.53,6189244.91,91703.62,6569529.88,1398354.39,2311969.99,46398.82,2430666.28,0,0,0,0,0,0
2018,"Caxias","Maranhão",125483,9100,125483,19696.18,7985,432,124.54,21399501.32,21298694.23,100807.09,21399701.32,4588944.33,508240.7,0,508240.7,0,0,0,0,0,0
2017,"Vila Nova dos Martírios","Maranhão",10150,2800,7409,120,12,50,NA,1e+05,70000,30000,120000,20000,NA,NA,NA,380000,150000,730000,NA,NA,NA
2018,"Ilha Grande","Piauí",8651,5309,7846,600.85,582.14,92.07,0,952087.24,951948.44,138.8,1287225.77,401123.05,0,474193.33,475261.18,0,0,0,0,0,0
2013,"Amargosa","Bahia",31994,439,26869,1238.57,1476.51,12.86,NA,3904587.07,3886359.22,18227.85,3993626.54,253237.47,116174.23,0,163351.29,NA,NA,NA,NA,NA,NA
2015,"Euclides da Cunha","Bahia",44731,8883,29548,1760.48,3876.66,298.12,1.3,6880681.02,5965661.66,915019.36,7274222.77,1058088.06,236406.09,67582.74,406299,NA,NA,NA,313748.25,0,313748.25
2016,"Ibitiara","Bahia",3646,1396,3719,104.99,250.35,50.45,4.99,587760.39,480854.51,106905.88,541981.89,94081.94,2197.13,2014.67,5457.06,NA,NA,NA,0,0,0
2013,"Irecê","Bahia",72041,10630,66422,3477.51,10570.24,292.46,17.71,11395694.02,10687829.67,707864.35,11598188.43,1847729.68,14689262.36,38657.93,15491553.61,NA,NA,NA,NA,NA,NA
2012,"Irecê","Bahia",67527,10325,62260,3170.15,8384.24,285.86,16.67,10366978.75,9760771.95,606206.8,9966600.08,29329.7,43022000,NA,NA,NA,NA,NA,NA,NA,NA
2013,"São Gonçalo dos Campos","Bahia",26083,1598,18170,1499.45,1507.51,15.86,NA,3002349.53,2956961.6,45387.93,2660395.06,262527.57,9836,0,42350.28,NA,NA,NA,NA,NA,NA
2015,"São Miguel das Matas","Bahia",4180,3875,3875,172.96,215.89,0,NA,546489.06,526489.06,20000,574516.5,74994.31,446.15,504.52,1209.62,20000,50000,91000,0,0,0
2014,"Serrinha","Bahia",74730,7869,50859,8056.08,10708.72,272.22,71.59,8979210.45,8691349.18,287861.27,8562368.03,2294063.24,1033012.12,202082.72,1388103.32,NA,NA,NA,NA,NA,NA
2015,"Sobradinho","Bahia",23583,17250,21441,1125.58,584.54,0,4.93,1778230.6,1458734.36,319496.24,1949988.88,275422.14,28608.8,0,28608.8,0,0,0,0,0,0
2015,"Teixeira de Freitas","Bahia",121821,32779,147449,7054.54,4503.76,1135.93,410.23,22079792.31,19424774.65,2655017.66,22131373.51,1435608.5,1586567.34,1794142.96,4301561.51,NA,NA,NA,0,0,0
2016,"Ubaíra","Bahia",9782,5563,9288,507.06,217.92,197.54,55.73,1570304.52,1117539.37,452765.15,1614620.03,96788.21,16271.38,2387.25,22326.33,NA,NA,NA,0,0,0
2015,"Uruçuca","Bahia",17414,2631,17379,808.98,337.25,105.98,33.82,2796427.43,2593884.7,202542.73,2793666.95,121466.4,1355.53,1532.88,3675.17,NA,NA,NA,0,0,0
2015,"Xique-Xique","Bahia",45562,6248,34528,5434.44,874.22,0,NA,2444287,2377166.76,67120.24,2444287,363909.08,123645.75,0,137914.75,0,0,0,0,0,0
2012,"Altos","Piauí",17992,1862,27677,1225.37,963.57,50.66,7.17,1967500.27,1859719.32,107780.95,1885043.61,395322.75,0,0,0,0,0,0,0,0,0
2012,"Oeiras","Piauí",19644,15328,22177,1809.93,837.05,254.99,377.38,3397697.77,2678850.77,718847,3188200.72,397196.5,0,0,0,0,0,0,0,0,0
2011,"Andorinha","Bahia",8433,7408,6163,282.97,187.9,0,0,703261,703261,0,735597,47278,NA,NA,NA,0,13200,13200,0,0,0
2011,"Camamu","Bahia",18983,1473,15660,1088.79,783.71,35.78,6.51,1663219,1640756,22463,1694697,116698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Cruz das Almas","Bahia",53380,680,50259,2321.95,3523.78,0,0,4958580,4958580,0,5103256,537087,0,2952000,2952000,NA,NA,NA,NA,NA,NA
2010,"Entre Rios","Bahia",31757,1913,23840,1790.43,1217.32,87.09,104.37,3088484,2943401,145083,3256540,370455,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Jequié","Bahia",128814,104435,133884,8204.17,2089.35,4608.12,1728,17073936.12,10651077.68,6422858.44,17868645.54,915288.78,0,0,0,NA,NA,NA,NA,NA,NA
2010,"Maiquinique","Bahia",7522,6916,6916,376.01,148.1,0,0,719786,719786,0,842917,28505,0,0,0,NA,NA,NA,0,0,0
2008,"Mutuípe","Bahia",10085,7083,9581,420.22,326.35,285.4,84.65,1127396.35,736107.35,391289,1199029.9,79217.33,0,0,0,NA,NA,NA,NA,NA,NA
2011,"Simões Filho","Bahia",86646,25214,107346,8986.96,0.36,1449.71,830.08,23608611,21314460,2294151,23733616,1236203,10000,621000,631000,NA,NA,NA,NA,NA,NA
2011,"Una","Bahia",13376,1135,14676,720.52,383.39,47.25,20.09,1263967,1211483,52484,1341075,95984,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Corrente","Piauí",13538,1729,14090,1403,695.2,0,96.11,1115461.5,1025680.85,89780.65,1320995.04,208627.45,0,0,0,NA,NA,NA,NA,NA,NA
2005,"Barreiras","Bahia",117374,11694,117965,7393.48,2732.8,415.4,45.14,9299457.71,8915316.04,384141.67,9104008.94,431466.89,0,0,0,NA,NA,NA,NA,NA,NA
2002,"Camaçari","Bahia",172518,20396,164062,13824.5,NA,727,NA,9114762.99,8870458.77,244304.22,7349377.85,NA,586540,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Ilhéus","Bahia",165328,66578,161760,8412,7061,2319.6,2067.3,9946365.84,7402031.05,2544334.79,12054853,NA,0,0,0,NA,NA,NA,NA,NA,NA
2004,"Una","Bahia",17163,1141,17155,631.82,234,31.06,3.2,561495.29,547829.43,13665.86,587164.73,NA,418000,0,418000,NA,NA,NA,NA,NA,NA
2022,"Cravolândia","Bahia",2938,2233,NA,155.34,209.1,106.68,26.52,1133917.32,721395.02,412522.3,1132657.47,132506.4,50808.17,95713.42,158003.14,0,0,0,0,0,0
2022,"Porto Seguro","Bahia",129509,104032,NA,6559.33,5180.59,4986.04,5276.31,53393343.21,30403054.33,22990288.88,53319451.41,5854836.76,3334838.88,1898644.47,5487457.23,0,0,0,0,0,0
2022,"Tucano","Bahia",27229,9397,NA,2040.51,1681.25,522.34,143.1,9506115.39,7079860.58,2426254.81,9637585.8,874160.37,910371.74,1072432.47,2064226.33,0,0,0,0,0,0
2022,"Murici dos Portelas","Piauí",2178,1524,NA,115,108.77,55.79,77.16,439454.76,439454.76,0,464709.78,102364.97,0,0,7150.22,0,0,0,0,0,0
2019,"Abaré","Bahia",12783,6793,10628,629.08,399.65,197.51,31.93,2526558.07,1748044.54,778513.53,2050985.57,198383.24,0,0,0,NA,NA,NA,NA,NA,NA
2018,"Banzaê","Bahia",5866,750,4522,272.26,1201,0,0,915299.95,915299.95,0,892271.83,500046.91,0,0,0,41917.5,0,41917.5,0,0,0
2019,"Capim Grosso","Bahia",30662,1434,25107,1364.33,5159.82,41.77,0,6890725.79,6783527.54,107198.25,6789930.77,535361.33,997365.53,0,997365.53,NA,NA,NA,NA,NA,NA
2021,"Casa Nova","Bahia",73092,32500,42256,8300,301,0,95,4598879.88,3761478.78,795046.1,4704255.34,141564.3,0,0,0,0,0,0,0,0,0
2018,"Chorrochó","Bahia",7441,2689,2734,294.05,295,85.33,0,1322370.75,1158732.03,163638.72,1238075.57,102441.33,0,2782211.52,3364944.99,NA,NA,NA,0,0,0
2017,"Feira de Santana","Bahia",603956,376833,575615,37684.33,58083.3,16153.38,4966.86,147129964.86,98142936.12,48987028.74,141174246.3,12147304.82,24955749.41,5744073.44,35252119.68,NA,NA,NA,0,0,0
2018,"Floresta Azul","Bahia",8609,10686,7361,726.64,326,0,0,1424633.61,1424633.61,0,1276269.25,95254.24,0,0,0,0,53326,92126,0,0,0
2019,"Gandu","Bahia",22915,26541,26541,1334.25,1178.12,0,0,5019506.21,5019506.21,0,5020921.68,402902.95,368769.98,0,368769.98,0,0,0,0,0,0
2019,"Inhambupe","Bahia",23336,18653,17194,898.14,2391.57,0,NA,4319399.73,4166524.73,152875,4343558.94,224649.23,37513.03,0,37513.03,0,0,0,NA,NA,NA
2018,"Itacaré","Bahia",23539,10068,15646,1211.39,312,477.47,478,5403236.9,3569561.05,1833675.85,5181369.02,337887,98942.32,31510.92,130453.24,0,0,0,0,0,0
2019,"Itagibá","Bahia",11667,3504,9185,519.27,202.76,97.04,16.35,2560082.85,2143985.14,416097.71,2618868.17,122805.83,0,0,58781.28,NA,NA,NA,NA,NA,NA
2021,"Itaju do Colônia","Bahia",5211,3279,5223,242.74,72.7,118.17,39.39,1478517.82,984845.6,493672.22,1555727.04,58603.71,93451.82,69785.05,176666.75,0,0,0,0,0,0
2020,"Itapetinga","Bahia",76795,72499,74549,6281.38,3013.34,482.47,2.75,8899030.23,6290279.94,2608750.29,9962188.16,1836587.57,237529.37,0,237529.37,0,0,0,NA,NA,NA
2021,"Jaguarari","Bahia",21299,9333,18568,1624.49,1450.49,415.91,314.1,5888590.05,4860979.46,1027610.59,6080330.57,1043031.08,140202.01,75233.57,262989.84,0,0,0,0,0,0
2020,"Jaguarari","Bahia",21266,9282,18475,1597.52,796.28,357.49,363.37,5738513.6,4698097.54,1040416.06,5716984.7,678700.19,194810.8,646957.23,920533.87,NA,NA,NA,NA,NA,NA
2021,"Morro do Chapéu","Bahia",22421,13804,20441,932.99,846.16,461.55,0,6138255.55,4101394.83,2036860.72,6304155.96,1442500.87,276449.03,17193.89,337602.06,0,0,0,0,0,0
2018,"Tapiramutá","Bahia",13196,7230,13194,356.77,341,0,0,1575798.47,1575798.47,0,1556804.1,98210.71,509247.14,0,509247.14,0,0,0,0,0,0
2012,"Abaré","Bahia",7001,288,9358,289.22,101.04,NA,3.88,611106.3,609263.46,1842.84,598167.82,41721.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Brumado","Bahia",57918,2517,48047,3393.42,3252.25,86.72,NA,9278620.56,8729975.47,164471.23,9694117.97,590743.88,191716.09,39892.33,314616.18,NA,NA,NA,NA,NA,NA
2012,"Camacan","Bahia",25068,8311,24734,1186.07,294.48,257.78,43.73,3187150.23,2657896.39,529253.84,3234951.17,97812.41,NA,276000,NA,NA,NA,NA,NA,NA,NA
2014,"Eunápolis","Bahia",97346,8266,104448,4734.23,6047.03,259.1,45.1,14118223.53,13673651.08,444572.45,15636119.98,1358314.13,2047066.58,158556.06,2453554.49,NA,NA,NA,NA,NA,NA
2016,"Ilhéus","Bahia",158417,87933,150202,9748.4,5338.49,3772.06,1829.62,41414073.51,30334438.9,11079634.61,38214022.43,2365053.86,940447.47,1739329.49,3221430.25,NA,NA,NA,47424.96,0,47424.96
2014,"Luís Eduardo Magalhães","Bahia",76420,614,69778,4618.01,2027.11,14.16,68.13,13622938.96,13536669.12,86269.84,14064707.18,595783.39,199355.87,634.96,222471.6,NA,NA,NA,NA,NA,NA
2015,"Madre de Deus","Bahia",20348,15895,19737,2167.64,1600.95,581.9,368.75,4972506.95,3687011.42,1285495.53,5000373.69,497547.37,174470.82,197297.39,473031.9,NA,NA,NA,0,0,0
2012,"Maetinga","Bahia",4473,620,2421,199.93,252.26,10,0,399671.94,399671.94,0,408288.05,101362.3,293000,NA,NA,0,0,0,0,0,0
2014,"Maragogipe","Bahia",29783,13092,26917,1261.98,646.93,441.99,185.15,5931838.6,4978599.58,953239.02,6216963.69,185609.72,91731.49,6417804.94,7241266.95,NA,NA,NA,NA,NA,NA
2016,"Morro do Chapéu","Bahia",23510,14298,21204,831.57,792.61,484.53,5.45,4349597.69,2917506.23,1432091.46,4152847.6,245725.3,489745.13,1199738.21,2084445.19,NA,NA,NA,0,0,0
2012,"Piritiba","Bahia",18378,11000,15506,709.49,783.88,20,30,1739443.99,1689443.99,50000,1845739.96,186480.65,NA,NA,NA,0,0,0,NA,NA,NA
2014,"Porto Seguro","Bahia",107493,89504,117487,4982.64,3630.95,2875.15,3559.89,25639924.13,14563859.08,11076065.05,25255904.11,1871641.26,736939.45,261415.2,1110856.67,NA,NA,NA,NA,NA,NA
2016,"Santa Rita de Cássia","Bahia",16265,3360,16462,1432,391.62,86.45,38.78,1609785.83,1482710.9,127074.93,1899209.39,259816.71,46608.46,0,46608.46,0,0,NA,NA,NA,NA
2014,"Vera Cruz","Bahia",41878,5006,39500,5332,6494.3,312.13,139.32,9848945.63,9063593.39,785352.24,10537361.09,1337412.18,198530.85,18630462.34,20945541.6,NA,NA,NA,NA,NA,NA
2016,"Campo Grande do Piauí","Piauí",2958,200,1634,180.27,138.3,0,20,301396.23,301296.23,100,304076.02,11256.74,0,0,0,0,0,0,0,0,0
2009,"Lauro de Freitas","Bahia",145808,45657,156936,15774.88,NA,2693.04,121.04,23570051.98,21484810.67,2085241.31,23268574.31,1945798.8,NA,NA,NA,0,0,0,0,0,0
