"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058","nat_jur"
2015,"Lajeado Novo","MA",2000,900,3395,100,15,130,NA,90000,30000,15000,60000,35000,NA,NA,NA,30000,30000,120000,0,0,0,"Administração pública direta"
2017,"Lajeado Novo","MA",2000,900,3455,100,15,130,15,90000,30000,15000,60000,35000,NA,NA,NA,30000,30000,120000,0,0,0,"Administração pública direta"
2016,"Lajeado Novo","MA",2000,900,3427,100,15,130,15,90000,30000,15000,60000,35000,NA,NA,NA,30000,30000,120000,0,0,0,"Administração pública direta"
2011,"Maracaçumé","MA",19566,480,16169,818,525,0,0,0,0,0,0,143657.4,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2021,"Matinha","MA",1194,9534,9575,240.23,142.57,0,NA,189228.55,178228.55,11000,178956.27,181322.37,1858.69,0,3602.34,167898787,0,167924354,NA,NA,NA,"Administração pública direta"
2020,"Matinha","MA",1225,9531,9531,230.29,138.62,0,NA,199120.54,188120.54,11000,165608.63,159281.11,5569.31,0,7225.24,167898787,0,193466631,0,0,0,"Administração pública direta"
2022,"Matinha","MA",1210,9534,NA,226.1,222.33,0,NA,199155.68,188155.68,11000,162966.35,187731.32,5446.2,0,6589.55,1154284.23,0,1200884.23,0,0,0,"Administração pública direta"
2015,"Nova Olinda do Maranhão","MA",12643,12643,12643,400,30,260,NA,90000,60000,10000,65000,40000,NA,NA,NA,20000,20000,70000,0,0,0,"Administração pública direta"
2020,"Nova Olinda do Maranhão","MA",6844,5369,13068,379,193.68,0,0,209909.65,209909.65,0,209909.65,205939.66,NA,NA,NA,30855.09,0,30855.09,0,0,0,"Administração pública direta"
2019,"Nova Olinda do Maranhão","MA",6712,5369,12974,379,154,0,0,188622.38,188622.38,0,188622.38,120000,NA,NA,NA,81100,0,81100,0,0,0,"Administração pública direta"
2013,"Paço do Lumiar","MA",57643,7515,85001,5916.56,268.66,0,19.32,2909448.43,2481250.28,428198.15,1920193.9,804931.79,120000,0,240000,0,0,0,0,0,0,"Autarquia"
2019,"Paço do Lumiar","MA",122197,47266,91613,15337,6503,1891,451,22488871.23,15285734.08,7203137.15,19096968.28,5668496.59,12091269,132887,12228156,0,0,0,0,0,0,"Autarquia"
2015,"Paço do Lumiar","MA",74638,29255,88374,7944,34517.6,276,61,12625322.52,9604920.99,3020401.53,4985116.85,2857963.34,2683400.85,52457.16,4231920,0,0,0,0,0,0,"Empresa privada"
2021,"Paço do Lumiar","MA",95966,39903,93913,17571.32,8461.34,442.35,471.33,31317460.05,23506763.41,7810696.64,20450242.77,4362425.82,19987809.85,678689.9,20672599.75,0,0,0,0,0,0,"Empresa privada"
2016,"Paço do Lumiar","MA",83185,34775,89902,9186.65,4649.41,1140.39,63.9,18149781.08,13619859.61,4529921.47,9296122.5,3548328.62,8050182.52,931544.3,8981726.82,0,0,0,0,0,0,"Empresa privada"
2018,"Paço do Lumiar","MA",120621,57985,90432,16789,6830,1878,504,20392802,13595277,6797525,12291295,5042784,15208147,66439,15278186,0,0,0,0,0,0,"Autarquia"
2020,"Paço do Lumiar","MA",112465,48435,92775,18174.44,8010.63,1727.58,496.74,25176886.76,16952278.64,8224608.12,21873675.57,4646977.86,10822980.59,140771.33,10968151.92,0,0,0,0,0,0,"Autarquia"
2022,"Paço do Lumiar","MA",112796,52084,NA,16923.72,7608.84,3285.5,614.46,34744729.7,25700243.88,9044485.82,23949611.38,4286173.6,17943873.98,908220.34,18860194.32,0,0,0,0,0,0,"Empresa privada"
2012,"Paço do Lumiar","MA",41657,3863,82710,4726.92,343.3,0,18.16,2012974.38,2012974.38,0,1393899.96,946400.1,123050,0,269100,0,0,0,0,0,0,"Autarquia"
2016,"Paulo Ramos","MA",3144,11125,11125,755.09,532.36,2000,0,426364.99,426364.99,0,282832.75,259871.29,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2021,"Pedreiras","MA",30300,11834,32691,6333.76,2656.28,0,NA,7304261.89,7304261.89,0,6292130.78,1195955.79,164844.28,0,210816.39,0,0,0,NA,NA,NA,"Administração pública direta"
2020,"Pedreiras","MA",29928,11834,32722,6199.91,2592.95,0,0,7101530.94,7101530.94,0,7165071.15,1121003.26,43286.88,0,88048.12,0,0,0,0,0,0,"Administração pública direta"
2020,"Porto Franco","MA",19750,2144,18873,4102.3,1078.32,23.64,89.1,2971530.63,2936272.07,35258.56,3045617.92,654410.65,0,0,0,0,0,0,0,0,0,"Autarquia"
2019,"Porto Franco","MA",19750,2144,18711,4044.6,1094.67,21.57,88.23,3113445.51,3082480.48,30965.03,3177467.16,747052.8,0,0,0,0,0,0,0,0,0,"Autarquia"
2022,"Porto Franco","MA",18260,1548,NA,4737.6,976.94,24.8,87.94,3542029.41,3509764.41,32265,3718494.09,992362.25,0,0,0,0,0,0,0,0,0,"Autarquia"
2021,"Presidente Médici","MA",3876,140,4363,80,68.5,0,0,0,0,0,0,54200,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2020,"Presidente Médici","MA",2886,140,4330,78,68,0,0,0,0,0,0,43200,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2014,"Presidente Médici","MA",6280,100,4137,400,220,0,1,490,390,50,400,25000,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2022,"Presidente Médici","MA",2786,150,NA,89,72.2,0,0,0,0,0,0,43200,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2013,"Presidente Médici","MA",2500,100,4088,160,100,0,1,409,369,20,380,18000,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2015,"Presidente Médici","MA",6280,100,4184,400,220,0,1,490,390,50,400,25000,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2020,"Presidente Vargas","MA",2815,8000,4814,365.19,330.54,0,0,37370.49,37370.49,0,3987.54,141821.74,2549.7,0,5175.65,0,0,0,0,0,0,"Administração pública direta"
2015,"Ribamar Fiquene","MA",3600,3000,3823,2200,32,0,NA,82000,52000,30000,0,1000,NA,NA,NA,27000,12000,54000,0,0,0,"Administração pública direta"
2017,"Ribamar Fiquene","MA",3600,1500,3864,2200,NA,0,0,82000,52000,30000,43000,1000,NA,NA,NA,2700,12000,29700,0,0,0,"Administração pública direta"
2016,"Ribamar Fiquene","MA",3600,1500,3845,2200,NA,0,0,82000,52000,30000,43000,1000,NA,NA,NA,2700,12000,29700,0,0,0,"Administração pública direta"
2014,"Ribamar Fiquene","MA",3750,3000,3800,2100,32,0,NA,70000,45000,25000,0,10000,NA,NA,NA,25000,10000,47000,0,0,0,"Administração pública direta"
2017,"Santa Luzia do Paruá","MA",7138,13871,13871,292.48,222.14,0,NA,1398130.42,854.05,1397276.37,964972.38,111475.13,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2020,"Santo Antônio dos Lopes","MA",5529,14288,5826,1215.16,1123.52,1000,NA,2489837.96,1489837.96,5e+05,2792410.32,555379.06,8484.07,0,17221.83,130000,170000,1001000,0,0,0,"Administração pública direta"
2015,"São Benedito do Rio Preto","MA",6345,11000,11333,796.2,404.8,0,0,539785.1,449785.1,60000,490266.63,182566.84,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2014,"São Benedito do Rio Preto","MA",6096,11000,11291,791,414.28,0,NA,506737.34,416737.34,60000,511607.18,119835.08,0,0,30910.88,0,0,0,0,0,0,"Administração pública direta"
2015,"São Bernardo","MA",6421,26476,12398,775.57,447.24,100,200,692043.94,677043.94,10000,692199.39,268910.36,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2020,"São José de Ribamar","MA",168143,70072,41406,22011.66,9990.95,4916.94,745.11,47545584.69,37460007.84,10085576.85,39056526.31,6990877.95,11046658.99,200449.62,11247108.61,0,0,0,0,0,0,"Empresa privada"
2018,"São José de Ribamar","MA",176321,98195,40779,23234,9979,5309,657,32652574,25598158,7054416,28468521,7617454,29064287,216867,29281154,0,0,0,0,0,0,"Empresa privada"
2022,"São José de Ribamar","MA",50571,19572,NA,24831.86,10588.72,4034.4,612.41,72710802.09,53471712.72,19239089.37,49747833.25,6976718.31,38169532.46,1923317.07,40092849.53,0,0,0,0,0,0,"Empresa privada"
2016,"São José de Ribamar","MA",103422,55654,40707,15288.86,7579,1952.11,106,24574387,18318781.15,6255605.85,12651202.75,4320072.85,11116918.71,1286418.31,12403337.02,0,0,0,0,0,0,"Empresa privada"
2021,"São José de Ribamar","MA",40202,16655,41710,23388.57,11525.81,2373.55,577.12,63665009.09,47493970.3,16171038.79,40586085.49,7157412.83,22859048.45,48472.34,22907520.79,0,0,0,0,0,0,"Empresa privada"
2019,"São José de Ribamar","MA",164911,68729,41095,23949,10099,5382,876,36045759.52,27886892.87,8158866.65,31376874.03,7512744.88,14747239,374720,15121959,0,0,0,0,0,0,"Empresa privada"
2015,"São José de Ribamar","MA",97881,32126,40304,13508,6153,1469.46,62,16945373,12774342,4171031,6697909,3366711.27,5550022.8,75430.31,5844079.42,0,0,0,0,0,0,"Empresa privada"
2008,"São Luís","MA",813445,451066,945231,125838,76030.13,9640,1200,104308102.46,72965042.95,31343059.51,89516758.55,25799872.07,7038798.42,0,10552342.58,NA,NA,NA,NA,NA,NA,""
2010,"São Luís","MA",846507,463904,958522,112380.23,87143.14,4580.64,17818.8,110328514.8,64318564.31,46009950.49,84171740.2,39726957.51,5454875,0,5454875,NA,NA,NA,NA,NA,NA,""
2006,"São Luís","MA",935829,497682,961154,130314.08,88632.98,4000,1670,79554736.46,47908107.02,31646629.44,71154273.92,23492497.66,1397642.69,115518.42,7484992.7,NA,NA,NA,NA,NA,NA,""
2019,"São Luís","MA",917312,547074,1040739,128233.99,82913.21,8090.04,2036.08,334470707.64,183454417.49,151016290.15,188989237.55,38569573.86,15544827.6,0,15544827.6,0,0,0,0,0,0,""
2022,"São Luís","MA",962616,563330,NA,131566.58,92940.81,8984.21,3259.48,336712977.29,192043448.79,144669528.5,185688364.16,44588711.4,3475784.26,11819400.69,16779877.04,0,0,0,0,0,0,""
2015,"São Luís","MA",916185,519175,1014301,125167.18,79088.57,3711,1476.41,216070034.97,121371236.57,94698798.4,138779152.12,57879486.68,8106713.48,54478639.91,70361157.51,0,0,0,0,0,0,""
2018,"São Luís","MA",897890,528237,1033922,125567.44,58821.75,7545.85,1659.32,283777456.28,155703195.14,128074261.14,161454461.51,37382801.28,87671159.45,0,87671159.45,0,0,0,0,0,0,""
2000,"São Luís","MA",760096,418705,837584,98166,NA,0,NA,NA,23841186,16548952,23254601,6049281,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1997,"São Luís","MA",464444,406563,782732,102528.5,NA,NA,NA,47817429,28116648,19700781,32487726,574325,16411372,NA,NA,NA,NA,NA,NA,NA,NA,""
1996,"São Luís","MA",739000,394100,762172,97893,NA,4562.5,NA,37822571,21651736,16170835,16170865,4894.7,982905,2368,NA,NA,NA,NA,NA,NA,NA,""
2017,"São Luís","MA",908718,532106,1031278,117450.54,71335.79,6753.04,2075.52,295250999.5,162446047.95,132804951.55,164498385.81,28660910.93,85648264.72,0,85648264.72,0,0,0,0,0,0,""
1998,"São Luís","MA",755889,416917,800207,109410,NA,NA,NA,NA,34199583,13151750,34918903,4920,3029147,230242,NA,NA,NA,NA,NA,NA,NA,""
2009,"São Luís","MA",969814,462874,955070,101871,80443.95,9158,1150,106112886.25,62015278.45,44097607.8,79761299.66,26532866.87,6733605.76,0,30241889.76,NA,NA,NA,NA,NA,NA,""
1999,"São Luís","MA",809980,366814,817571,97858,NA,0,NA,NA,28673000,19104220,38698900,6998059,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2020,"São Luís","MA",950724,552031,1047436,127372.89,91035.19,8538.48,3055.43,348922304.11,194911916.98,154010387.13,208270710.35,36225291.3,4155558.5,8308144.32,13411827.48,0,0,0,0,0,0,""
2013,"São Luís","MA",950147,513920,995438,144540.62,84674.65,3848,1454.66,116249252,115821053.85,428198.15,137021872.22,25962211.94,34926674.42,0,34926674.42,0,0,0,0,0,0,""
2021,"São Luís","MA",964243,556308,1054007,130152.81,89746.85,8921.27,3028.63,332393912.75,188192490.96,144201421.79,194513746.62,40846254.16,5651252.99,16771604.82,23481280.34,NA,NA,NA,NA,NA,NA,""
2014,"São Luís","MA",857967,484735,1005143,121716.61,77859.83,3574,1614.84,212577748.7,119640675.74,92937072.96,141109297.52,24927484.49,6036231.54,30144737.24,52544324.52,0,0,0,0,0,0,""
2016,"São Luís","MA",889318,517071,1022841,117877.99,73051.07,4852.22,1838.07,272493931.48,151629768.12,120864163.36,159890670.71,26232963.35,6749650.97,54420094.6,69952557.49,0,0,0,0,0,0,""
2001,"São Luís","MA",785793,443223,855973,104620,NA,0,NA,50392218,32253732,18138486,30995100,3944761,2946767,0,2946767,NA,NA,NA,NA,NA,NA,""
2012,"São Luís","MA",915072,489512,981920,142876.26,40084.09,5234.69,1852.56,171364737.32,98347211.32,73017526,109100829.59,37491187.7,4873223.34,0,5304225.34,0,0,0,0,0,0,""
2005,"São Luís","MA",974532,475011,942323,88859.45,84681.77,2000,1127,78358649.65,47653742.17,30704907.48,59033409.45,17275317.08,1040621.24,835729.08,5712449.82,NA,NA,NA,NA,NA,NA,""
2003,"São Luís","MA",866224,449402,889087,77098,78921,0,640.4,59834794,39110902,20723892,49879000,7140520,3503833,1536799,9702494,NA,NA,NA,NA,NA,NA,""
2004,"São Luís","MA",974532,475011,923358,120237,76162,2000,921.5,90115144,55159263,34955881,53706716,13454606.7,2914557.83,0,6080154.37,NA,NA,NA,NA,NA,NA,""
2002,"São Luís","MA",806020,471044,872760,97779.4,NA,0,NA,52312269,31360920,20951349,35012474,10338400,29229600,1306848,36648713,NA,NA,NA,NA,NA,NA,""
2011,"São Luís","MA",872521,468203,970416,125345,94907.27,4917.29,1526.22,118113908.1,68811712.96,49302195.14,93702660.9,38203999.65,7031190.28,0,7031190.28,0,0,0,0,0,0,""
2018,"São Mateus do Maranhão","MA",12532,15000,30370,2465.25,0,0,50,1320410.49,1320410.49,0,1112326.23,756581.3,0,0,0,80000,1e+05,496000,4e+05,2e+05,760000,"Administração pública direta"
2020,"São Pedro dos Crentes","MA",3648,142,2580,78,102.36,0,0.54,0,0,0,0,78341.33,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2016,"São Raimundo do Doca Bezerra","MA",1444,1444,1444,130,200,0,25,220000,50000,40000,230000,41587.5,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2021,"Tasso Fragoso","MA",5040,2060,5152,1322.28,166.31,250,12,991363.96,991363.96,0,510119.15,132709.53,10230.64,0,19828.1,0,0,0,0,0,0,"Administração pública direta"
2020,"Tasso Fragoso","MA",5046,2000,5117,983.64,313.28,250,12,981941.33,981941.33,0,581339.76,193278.3,6867.63,0,13940.62,0,0,0,0,0,0,"Administração pública direta"
2022,"Tasso Fragoso","MA",5928,2120,NA,1532.1,401.79,252.5,12,999928.88,999928.88,0,360629.07,279608.18,36904.58,0,44652.12,0,0,0,0,0,0,"Administração pública direta"
2021,"Timon","MA",159667,5446,148917,19169.8,12249.6,229.07,32.38,34489698.88,34020613.51,469085.37,33169388.73,7052632.46,4399501.6,24195762.08,32372357.15,0,0,0,0,0,0,"Autarquia"
2019,"Timon","MA",157084,3317,146996,18025.31,10077.73,210,22,29760364.92,29531466.5,228898.42,30752070.91,6063334.42,3194745.71,451843.04,7432824.84,0,0,0,0,0,0,"Autarquia"
2018,"Timon","MA",156098,2762,146010,16995.67,9226.49,33.14,7.46,27300708.01,27230017.71,70690.3,28162861.58,5047694.72,4933289.85,774525.65,6867612.65,0,0,0,0,0,0,"Empresa privada"
2020,"Timon","MA",158080,5412,147965,18602.2,10782.37,242.64,37.53,32842360.1,32399983.25,442376.85,31500391.31,6349156.94,4671331.16,2443087.94,11964493.18,0,0,0,0,0,0,"Autarquia"
2022,"Timon","MA",160680,58009,NA,19663.9,11740.5,264.7,54.3,40875639.63,38092433.78,2783205.85,40930325.89,6789627.68,6176103.54,33661815.54,43627542.9,0,0,0,0,0,0,"Empresa privada"
2019,"Trizidela do Vale","MA",17412,19700,18768,1268.67,1064.47,1,NA,3115065.71,3114765.71,300,2479052.14,675929.38,81233.95,0,81233.95,6000,3000,20000,0,0,0,"Administração pública direta"
2018,"Trizidela do Vale","MA",18670,15796,18671,1228.54,809.79,1,NA,2615113.52,2614813.52,300,2339544.74,692014.86,31508.85,0,31508.85,6000,3000,20000,0,0,0,"Administração pública direta"
2020,"Tutóia","MA",3046,1365,21019,105.5,637.13,25.81,4.71,376948.28,276282.65,100665.63,184993.9,302403.27,17331.61,0,29583.5,0,0,0,0,0,0,""
2019,"Tutóia","MA",6855,1218,20829,101.2,381.83,0,3.78,163914.78,124561.89,39352.89,62611.36,190673.13,6479.92,0,6479.92,0,0,0,0,0,0,""
2022,"Tutóia","MA",3104,1365,NA,1755.96,653.7,47.07,2.53,368065.84,274868.68,93197.16,128036.93,399802.42,42296.82,0,51176.38,0,0,0,0,0,0,""
2021,"Tutóia","MA",3113,1365,21206,1608.42,675.49,43.22,2.64,374880.76,278560.44,96320.32,137966.52,380346.94,12444.54,0,24118.88,NA,NA,NA,NA,NA,NA,""
2016,"Vila Nova dos Martírios","MA",10150,2800,7270,120,12,50,NA,1e+05,70000,30000,120000,20000,NA,NA,NA,380000,150000,730000,NA,NA,NA,"Administração pública direta"
2018,"Vila Nova dos Martírios","MA",10150,2800,7246,120,12,50,NA,1e+05,70000,30000,120000,20000,NA,NA,NA,380000,150000,730000,NA,NA,NA,"Administração pública direta"
2017,"Vila Nova dos Martírios","MA",10150,2800,7409,120,12,50,NA,1e+05,70000,30000,120000,20000,NA,NA,NA,380000,150000,730000,NA,NA,NA,"Administração pública direta"
2017,"Água Branca","PI",16511,4412,15129,1269,747.58,147.9,0,2746194.42,2430281.18,315913.24,2588932.43,345172.99,0,0,9555.28,0,0,0,0,0,0,""
2020,"Água Branca","PI",16970,6249,15440,1130.03,987.87,165.84,NA,3477673.09,2774955.24,702717.85,3724077.53,723347.47,180000,0,197618.88,0,0,0,0,0,0,""
2022,"Água Branca","PI",14732,7034,NA,1200.25,1248.84,241.08,44.74,4558256.61,3438561.83,1119694.78,4753690.8,1027572.39,0,0,73142.27,0,0,0,0,0,0,""
2018,"Água Branca","PI",16259,6460,15333,1105.95,814.52,177.35,0,3011392.61,2482300.98,529091.63,3276992.01,504719.72,0,0,2161.23,0,0,0,0,0,0,""
2021,"Água Branca","PI",17158,7378,15488,1158.26,1051.11,243.4,10.61,4138334.45,3121718.54,1016615.91,4214136.14,981847.43,190000,0,254840.46,0,0,0,0,0,0,""
2019,"Água Branca","PI",16351,6318,15387,1128.07,827.88,188.71,NA,3222977.27,2534258.42,688718.85,3747798.29,608418.3,0,0,456.59,0,0,0,0,0,0,""
2016,"Água Branca","PI",16273,4412,15084,1229.57,777.58,94.42,0,2447083.13,2302322.12,144761.01,2306672.46,331368.33,0,0,0,0,0,0,0,0,0,""
2019,"Alagoinha do Piauí","PI",3365,1820,2782,214.13,166.49,0,0,451405.05,451405.05,0,549696.23,120948.25,0,0,101.07,0,0,0,0,0,0,"Administração pública direta"
2015,"Altos","PI",21311,2190,28018,1285.65,999.3,57.33,15.76,2341084.68,2227620.22,113464.46,2312001.76,540188.13,0,0,0,NA,NA,NA,0,0,0,""
2010,"Altos","PI",16487,19,27388,1025.09,779,0,2.67,1489753.72,1489538.18,215.54,1601239.92,309458.44,0,75863.3,75863.3,0,0,0,0,0,0,""
2011,"Altos","PI",16887,1910,27535,1119.47,763.43,35.5,7.33,1642628.13,1596288.17,46339.96,1781461.18,327142.64,0,0,56454.04,NA,NA,NA,NA,NA,NA,""
2020,"Altos","PI",31076,2149,28646,1665.39,1425.7,47.23,7.28,3957079.89,3752964.86,204115.03,4206694.4,1106897.93,0,0,23572.73,0,0,0,0,0,0,""
2017,"Altos","PI",22945,2190,28123,1971.49,1333.61,61.63,8.12,3139830.24,2989200.77,150629.47,3029682.15,752460.19,0,0,10984.19,0,0,0,0,0,0,""
2013,"Altos","PI",18054,2035,27882,1216.61,988.85,59.5,7.23,2091218.32,1988146.49,103071.83,2244907.7,326175.95,0,0,0,0,0,0,0,0,0,""
2014,"Altos","PI",19368,2039,27954,1167.35,968.1,55.3,6.04,2107228.98,1998067.85,109161.13,2225858.43,357009.74,0,0,2069.55,NA,NA,NA,0,0,0,""
2022,"Altos","PI",21343,2109,NA,1734.78,1583.23,69.42,10.27,5138553.53,4838800.09,299753.44,5580449.39,1334960.99,670000,0,755863.12,0,0,0,0,0,0,""
2012,"Altos","PI",17992,1862,27677,1225.37,963.57,50.66,7.17,1967500.27,1859719.32,107780.95,1885043.61,395322.75,0,0,0,0,0,0,0,0,0,""
2018,"Altos","PI",21823,2175,28529,1630.82,1399.12,46.3,5.53,3205300.13,3060739.55,144560.58,3731626.92,1049386.21,0,0,2743.89,0,0,0,0,0,0,""
2016,"Altos","PI",22128,2190,28074,1346.88,1224.83,62.49,22.42,2883225,2743454.95,139770.05,2759673.65,661284.68,0,0,0,0,0,0,0,0,0,""
2019,"Altos","PI",28589,2156,28589,1663.43,1371.12,58.23,11.17,3722272.47,3542731.29,179541.18,4243604.11,1132485.81,0,0,647.58,0,0,0,0,0,0,""
2021,"Altos","PI",31100,2124,28699,1732.78,1339.57,58.44,6.18,4547039.17,4285813.43,261225.74,4404446.44,1290045.98,7e+05,0,767768.65,0,0,0,0,0,0,""
2019,"Antônio Almeida","PI",3110,3109,2315,233.82,156.05,0,10,264460.71,263860.71,600,260879.24,85936.02,0,0,96.86,10000,5000,33000,0,0,0,"Administração pública direta"
2021,"Antônio Almeida","PI",3123,3862,2324,235,190.08,38.95,10,931967.85,790570.85,141397,582009.29,184166.6,0,0,8936.58,10000,5000,33000,0,0,0,"Administração pública direta"
2020,"Antônio Almeida","PI",3123,3109,2320,233.82,88.74,0,10,263360.09,262760.09,600,37273.31,80458.12,0,0,3480.56,10000,5000,33000,0,0,0,"Administração pública direta"
2016,"Antônio Almeida","PI",2994,3109,2275,203.23,103.31,0,10,428008.61,427408.61,600,452739.04,60785.06,0,0,0,10000,5000,33000,0,0,0,"Administração pública direta"
2022,"Antônio Almeida","PI",3152,3152,NA,240.01,160.91,29.8,NA,1098986.28,957943.16,141043.12,866784.57,156264.43,0,0,13314.02,10050,5500,32750,0,0,0,"Administração pública direta"
2018,"Antônio Almeida","PI",3090,3109,2311,233.82,115.24,0,10,504461.19,503861.19,600,553414.29,96559.14,0,0,417.95,10000,5000,33000,0,0,0,"Administração pública direta"
2017,"Antônio Almeida","PI",3054,3109,2279,208.03,123.31,0,10,502671.06,502071.06,600,554486.63,76572.6,0,0,1767.57,10000,5000,33000,0,0,0,"Administração pública direta"
2022,"Aroeiras do Itaim","PI",2551,1400,NA,171.04,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2015,"Barro Duro","PI",6107,5027,5027,437.58,326.5,0,100,728212.81,728212.81,0,731368.27,170196.93,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2013,"Beneditinos","PI",5652,10014,6326,312.67,59.76,1000,10,515416.3,515406.3,10,579308.92,36577.15,0,0,0,2000,2000,6500,0,0,0,"Administração pública direta"
2021,"Bocaina","PI",2493,737,1802,269.12,133.01,24.72,2.03,576789.39,507112.05,69677.34,583405.26,134060.85,0,0,8976.52,0,0,0,0,0,0,""
2019,"Bocaina","PI",2465,528,1798,186.9,112.06,7.81,1.25,432837.09,418421.77,14415.32,471804.01,101046.49,0,0,82.66,0,0,0,0,0,0,""
2020,"Bocaina","PI",2505,507,1800,188.86,111.15,18.77,2.71,455150.23,403068.66,52081.57,548334.13,99801.13,0,0,2838.97,0,0,0,0,0,0,""
2022,"Bocaina","PI",2124,488,NA,270,127.14,18.74,2.75,648355.19,573407.47,74947.72,653089.81,121590.66,0,0,10048.72,0,0,0,0,0,0,""
2019,"Bom Jesus","PI",22753,10200,19609,2493.41,1504.98,384,NA,5083817.48,5083817.48,0,5610211.68,1285076.19,0,0,760.01,0,0,0,0,0,0,"Administração pública direta"
2020,"Bom Jesus","PI",24400,10200,19771,2494.4,1522.55,384,NA,5765138.47,5765138.47,0,6147194.58,1233531.18,0,0,27864.42,0,0,0,0,0,0,"Administração pública direta"
2018,"Bom Jesus","PI",22674,6900,19438,2468.73,1540.08,217.73,NA,4926322.67,4926322.67,0,5998362.36,131340.41,0,0,3289.94,0,0,0,0,0,0,"Administração pública direta"
